Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.79601287841797,72.85660552982391,71.54537966581154,71.79986584309097,135480400
2020-01-03,72.08829498291016,72.85176099103282,71.86289207131898,72.0204315021118,146322800
2020-01-06,72.6627197265625,72.7014999191191,70.95400956000329,71.20607711333845,118387200
2020-01-07,72.32096099853516,72.92930612536188,72.10040288289755,72.67239390199568,108872000
2020-01-08,73.4843521118164,73.78731540018381,72.02285750459463,72.02285750459463,132079200
2020-01-09,75.04521942138672,75.2391129669444,74.21388993487531,74.46595006478736,170108400
2020-01-10,75.21485900878906,75.78201267626062,74.71073145572483,75.28030379933901,140644800
2020-01-13,76.82179260253906,76.84845721797936,75.41361983783602,75.53238647587344,121532000
2020-01-14,75.78445434570312,76.96965039455488,75.66085034178165,76.758789108947,161954400
2020-01-15,75.45967864990234,76.46794145974869,75.02583310750762,75.58329005054169,121923600
2020-01-16,76.40489959716797,76.51639538996747,75.64143374623438,76.0049896177802,108829200
2020-01-17,77.25078582763672,77.25320450403059,76.34674080549438,76.65454881201066,137816400
2020-01-21,76.72726440429688,77.32106795018944,76.58911138390374,76.87753299634672,110843200
2020-01-22,77.00114440917969,77.55616777084843,76.90661632258188,77.21442432913649,101832400
2020-01-23,77.3719711303711,77.45195017577431,76.5042802197772,77.05446622858818,104472000
2020-01-24,77.14900970458984,78.36570784195015,76.95753479847205,77.6192094103073,146537600
2020-01-27,74.88038635253906,75.56386570014611,73.89393641289337,75.14941411977205,161940000
2020-01-28,76.99871826171875,77.1707993206053,75.66567993131815,75.76505276717205,162234000
2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200
2020-01-30,78.49658203125,78.5499038706555,77.25564547406604,77.68949101302144,126743200
2020-01-31,75.01614379882812,78.20816118322392,74.72045130385416,77.78401253695766,199588400
2020-02-03,74.81014251708984,75.98078976499946,73.2492745888324,73.7534023995583,173788400
2020-02-04,77.2798843383789,77.47135922565889,76.01470923140033,76.42189015405506,136616400
2020-02-05,77.91004180908203,78.71228800097798,77.30411523535007,78.41174339074298,118826800
2020-02-06,78.82135772705078,78.82378380047356,77.62162743665891,78.18150305148818,105425600
2020-02-07,77.74996948242188,78.56869590968388,77.25678964383889,78.31846195048404,117684000
2020-02-10,78.11923217773438,78.11923217773438,76.24855365122801,76.32872251651483,109348800
2020-02-11,77.6479263305664,78.69016619390229,77.4292765293241,78.61728539819471,94323200
2020-02-12,79.49188995361328,79.49674620182785,78.09980747878139,78.09980747878139,113730400
2020-02-13,78.92582702636719,79.2538054479268,78.55655195702208,78.76062560698541,94747600
2020-02-14,78.94524383544922,79.1954777229002,78.43505615220535,78.89421987724242,80113600
2020-02-18,77.49972534179688,77.68193472739671,76.4331895126421,76.61539889824193,152531200
2020-02-19,78.62213897705078,78.8529405124876,77.74267613948199,77.74267613948199,93984000
2020-02-20,77.81555938720703,78.87237540713653,77.3078034073495,78.38162741760964,100566000
2020-02-21,76.05419158935547,77.85199672111999,75.43468266835458,77.40740168585418,129554000
2020-02-24,72.44159698486328,73.89927218972448,70.26723591941703,72.21809093869149,222195200
2020-02-25,69.98783111572266,73.49840130839426,69.51409119791701,73.11455016100783,230673600
2020-02-26,71.09809112548828,72.36870040431434,69.6039758492443,69.61126392711407,198054800
2020-02-27,66.4505386352539,69.48250516613125,66.3144895679182,68.29207211988479,320605600
2020-02-28,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000
2020-03-02,72.59464263916016,73.23359135629464,67.47091599038848,68.57874837854894,341397200
2020-03-03,70.28910827636719,73.8555522434723,69.43393397903733,73.7753833601578,319475600
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400
2020-03-05,71.16371154785156,72.77443652965138,70.79686089078,71.79536491446169,187572800
2020-03-06,70.2186508178711,70.6535260401931,68.32367582727727,68.51074149489992,226176800
2020-03-09,64.66490936279297,67.56082015516542,63.89476764643867,64.07697705987908,286744800
2020-03-10,69.32217407226562,69.58941601369386,65.44232820850907,67.33002237477794,285290000
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800
2020-03-12,60.30643844604492,65.59536986136158,60.25056194673212,62.179552305414184,418474000
2020-03-13,67.53166961669922,68.00541706978933,61.45316238600461,64.35394062468555,370732000
2020-03-16,58.84391784667969,62.942409574296256,58.30700586985522,58.78074955113587,322423600
2020-03-17,61.4312858581543,62.585274902506356,57.91828734590941,60.13152411847769,324056000
2020-03-18,59.927452087402344,60.73646220887165,57.60731848961155,58.25112721326127,300233600
2020-03-19,59.46829605102539,61.426439377176656,58.941103902220064,60.10238498706501,271857200
2020-03-20,55.69290542602539,61.18105103531312,55.391651251345145,60.05135066055668,401693200
2020-03-23,54.5097541809082,55.51312163568075,51.65271258137682,55.41108483288239,336752800
2020-03-24,59.97846984863281,60.17525538486383,56.92221075272987,57.422678587356735,287531200
2020-03-25,59.648067474365234,62.74076717659394,59.35167323412014,60.918673260526354,303602000
2020-03-26,62.78692626953125,62.845230901201134,59.85213994722345,59.89101217304303,252087200
2020-03-27,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800
2020-03-30,61.905029296875,62.07752247549457,60.59069140429655,60.9162416493631,167976400
2020-03-31,61.77870178222656,63.7708571145467,61.22235738786374,62.096963976228515,197002000
2020-04-01,58.528079986572266,60.42548629953478,58.09563671171014,59.886146267819704,176218400
2020-04-02,59.50471878051758,59.558167158261334,57.553864114047784,58.3895983401584,165934000
2020-04-03,58.649559020996094,59.691795094969585,58.056770548986755,58.98725360699361,129880000
2020-04-06,63.7659912109375,63.92147268414862,60.58583124007948,60.95510622630932,201820400
2020-04-07,63.02744674682617,66.00839738638794,62.92298179967491,65.78974016698517,202887200
2020-04-08,64.64060974121094,64.95643640817995,63.464752614085576,63.8315958380623,168895200
2020-04-09,65.10704803466797,65.61237949299203,64.3077616237392,65.27954490531218,161834800
2020-04-13,66.38494873046875,66.49427732074086,64.58228739111088,65.1847957247921,131022800
2020-04-14,69.73760986328125,70.0291478764634,67.55109700677416,68.02484442466522,194994800
2020-04-15,69.10107421875,69.56266976998216,68.17788311628567,68.6078945262973,131154400
2020-04-16,69.65013885498047,70.0169894216292,68.59575486882815,69.81777206662008,157125200
2020-04-17,68.70507049560547,69.71330151482101,67.26197182482458,69.16424162454373,215250000
2020-04-20,67.27899169921875,68.43298447365049,67.25955929365115,67.52680120844859,130015200
2020-04-21,65.19937133789062,67.35673149875346,64.48511000316932,67.12107374662952,180991600
2020-04-22,67.07735443115234,67.51465402003916,66.12986704581802,66.4724141891117,116862400
2020-04-23,66.81739807128906,68.44999451020912,66.77852584487202,67.02147169938918,124814400
2020-04-24,68.74637603759766,68.7560959459344,67.29598925775215,67.3445813853182,126161200
2020-04-27,68.79499053955078,69.12782522068554,68.01270448166582,68.46214844429589,117087600
2020-04-28,67.67984771728516,69.44120502793687,67.58753452748297,69.2589956509729,112004800
2020-04-29,69.90280151367188,70.37411698449395,68.96989048051049,69.173964073941,137280800
2020-04-30,71.37747955322266,71.55483267240312,70.05342927151027,70.44456848623724,183064000
2020-05-01,70.22834777832031,72.64079791635479,69.44606196573332,69.54323880788147,240616800
2020-05-04,71.22200775146484,71.35076875806811,69.5602589927265,70.25265616239726,133568000
2020-05-05,72.29096984863281,73.12670420409486,71.53783619626512,71.68360519577489,147751200
2020-05-06,73.03681182861328,73.67089693622526,72.60922476151869,72.99550777203844,142333600
2020-05-07,73.7923812866211,74.13979953948817,73.36236973605371,73.66605209456404,115215200
2020-05-08,75.54874420166016,75.60233726161975,74.12610085040929,74.45496701678917,133838400
2020-05-11,76.737548828125,77.23449466676063,74.8447446800333,75.0542475774182,145946400
2020-05-12,75.86056518554688,77.87760182453242,75.73876343818256,77.42449545855905,162301200
2020-05-13,74.94462585449219,76.96653965007208,73.86302556726389,76.04084175904602,200622400
2020-05-14,75.40503692626953,75.46593780729032,73.45377031942287,74.1797114974989,158929200
2020-05-15,74.959228515625,75.0055137738857,73.13220232382433,73.16631038114848,166348400
2020-05-18,76.725341796875,77.10049319763979,75.59502563599513,76.2892969667924,135178400
2020-05-19,76.2820053100586,77.59258592543456,76.25033566486115,76.74241206985262,101729600
2020-05-20,77.76554870605469,77.83618836909706,77.10537786228618,77.14435531475209,111504800
2020-05-21,77.18576049804688,78.16992059257605,76.9470264225567,77.62668218139387,102688800
2020-05-22,77.6827163696289,77.76554065972839,76.82035797924657,76.92266727646846,81803200
2020-05-26,77.15653991699219,78.98599716300203,77.10050843518626,78.80573295034046,125522000
2020-05-27,77.49272918701172,77.63889281792983,76.26984192451876,77.01283728410618,112945200
2020-05-28,77.52681732177734,78.79112013772229,76.88857731287194,77.16628144944023,133560800
2020-05-29,77.4512939453125,78.23325906401446,77.09319651884718,77.77041392140606,153532400
2020-06-01,78.40380096435547,78.52560273455512,77.27347696849144,77.40502496188029,80791200
2020-06-02,78.76675415039062,78.79111598702812,77.69246183211925,78.1358219826799,87642800
2020-06-03,79.20037078857422,79.46346673855659,78.51340711651795,79.08831525723531,104491200
2020-06-04,78.51828002929688,79.32216858642559,78.14312856668211,79.02254104646114,87560400
2020-06-05,80.75456237792969,80.81546325453446,78.73996405615183,78.76919528745188,137250400
2020-06-08,81.23202514648438,81.26613320662413,79.73630344643696,80.45005995341553,95654400
2020-06-09,83.79714965820312,84.19178606372186,80.87878504079607,80.91045467924664,147712400
2020-06-10,85.95305633544922,86.423209296877,84.30873274320918,84.74965447468956,166651600
